id,name,wikipedia_url,occupation,birth_year,birth_month,birth_day,birth_hour,birth_minute,birth_location,unknown_time,sun_sign_sidereal,sun_sign_tropical,moon_sign_sidereal,moon_sign_tropical,life_path_number,day_number,chinese_zodiac_animal,page_views,created_at,updated_at,has_chart_data_json,has_planetary_placements_json,has_top_aspects_json
111,Jean Béliveau,https://en.wikipedia.org/wiki/Jean_Béliveau,,1955,8,18,,,Canada,True,Leo,Leo,Leo,Virgo,1,9,Goat,63595,2025-12-10 19:10:06,2025-12-11 01:25:31,Yes,Yes,Yes
112,William Austin,https://en.wikipedia.org/wiki/William_Austin,,1903,1,28,,,Canada,True,Capricorn,Aquarius,Capricorn,Aquarius,6,1,Tiger,294,2025-12-10 19:10:06,2025-12-11 01:25:31,Yes,Yes,Yes
113,Wolf E. Allihn,https://en.wikipedia.org/wiki/Wolf_E._Allihn,,1932,1,1,,,Canada,True,Sagittarius,Capricorn,Virgo,Libra,8,1,Goat,0,2025-12-10 19:10:06,2025-12-11 01:25:31,Yes,Yes,Yes
114,Hugh Syme,https://en.wikipedia.org/wiki/Hugh_Syme,,1953,1,1,,,Canada,True,Sagittarius,Capricorn,Gemini,Cancer,2,1,Dragon,34373,2025-12-10 19:10:06,2025-12-11 01:25:31,Yes,Yes,Yes
115,Andrew Leslie,https://en.wikipedia.org/wiki/Andrew_Leslie,,1957,12,1,,,Canada,True,Scorpio,Sagittarius,Pisces,Aries,8,1,Rooster,156,2025-12-10 19:10:06,2025-12-11 01:25:31,Yes,Yes,Yes
116,Barry Jenkins,https://en.wikipedia.org/wiki/Barry_Jenkins,,1951,8,29,,,Canada,True,Leo,Virgo,Cancer,Leo,8,11/2,Rabbit,362519,2025-12-10 19:10:06,2025-12-11 01:25:31,Yes,Yes,Yes
117,Benjamin Lumley,https://en.wikipedia.org/wiki/Benjamin_Lumley,,1811,1,1,,,Canada,True,Sagittarius,Capricorn,Pisces,Aries,4,1,Horse,741,2025-12-10 19:10:06,2025-12-11 01:25:31,Yes,Yes,Yes
118,Bruno Hébert,https://en.wikipedia.org/wiki/Bruno_Hébert,,1958,1,1,,,Canada,True,Sagittarius,Capricorn,Aries,Taurus,7,1,Rooster,0,2025-12-10 19:10:06,2025-12-11 01:25:31,Yes,Yes,Yes
119,Carl Marotte,https://en.wikipedia.org/wiki/Carl_Marotte,,1959,2,25,,,Canada,True,Aquarius,Pisces,Virgo,Libra,33/6,7,Pig,11030,2025-12-10 19:10:06,2025-12-11 01:25:31,Yes,Yes,Yes
120,Claude Soucie,https://en.wikipedia.org/wiki/Claude_Soucie,,1953,1,1,,,Canada,True,Sagittarius,Capricorn,Gemini,Cancer,2,1,Dragon,0,2025-12-10 19:10:06,2025-12-11 01:25:31,Yes,Yes,Yes
121,Dany Gelinas,https://en.wikipedia.org/wiki/Dany_Gelinas,,1966,5,22,,,Canada,True,Taurus,Gemini,Taurus,Gemini,4,4,Horse,0,2025-12-10 19:10:06,2025-12-11 01:25:36,Yes,Yes,Yes
122,David Rigby,https://en.wikipedia.org/wiki/David_Rigby,,1945,3,26,,,Canada,True,Pisces,Aries,Leo,Virgo,3,8,Rooster,0,2025-12-10 19:10:06,2025-12-11 01:25:36,Yes,Yes,Yes
123,Demore Barnes,https://en.wikipedia.org/wiki/Demore_Barnes,,1976,11,16,,,Canada,True,Libra,Scorpio,Leo,Virgo,5,7,Dragon,84058,2025-12-10 19:10:06,2025-12-11 01:25:36,Yes,Yes,Yes
124,Edward E. Simbalist,https://en.wikipedia.org/wiki/Edward_E._Simbalist,,1943,9,5,,,Canada,True,Leo,Virgo,Libra,Scorpio,4,5,Goat,584,2025-12-10 19:10:06,2025-12-11 01:25:36,Yes,Yes,Yes
125,Stephen Williams,https://en.wikipedia.org/wiki/Stephen_Williams,,1978,4,26,,,Canada,True,Aries,Taurus,Ophiuchus,Sagittarius,1,8,Horse,1120,2025-12-10 19:10:06,2025-12-11 01:25:36,Yes,Yes,Yes
126,George McCowan,https://en.wikipedia.org/wiki/George_McCowan,,1927,6,27,,,Canada,True,Gemini,Cancer,Taurus,Gemini,7,9,Rabbit,3833,2025-12-10 19:10:06,2025-12-11 01:25:36,Yes,Yes,Yes
127,Gerry Argento,https://en.wikipedia.org/wiki/Gerry_Argento,,1985,7,1,,,Canada,True,Gemini,Cancer,Ophiuchus,Sagittarius,4,1,Ox,0,2025-12-10 19:10:06,2025-12-11 01:25:36,Yes,Yes,Yes
128,Gilles DeTremauden,https://en.wikipedia.org/wiki/Gilles_DeTremauden,,1909,3,9,,,Canada,True,Pisces,Pisces,Virgo,Libra,4,9,Rooster,0,2025-12-10 19:10:06,2025-12-11 01:25:36,Yes,Yes,Yes
129,Stephanie Savage,https://en.wikipedia.org/wiki/Stephanie_Savage,,1969,1,1,,,Canada,True,Sagittarius,Capricorn,Taurus,Gemini,9,1,Monkey,22585,2025-12-10 19:10:06,2025-12-11 01:25:36,Yes,Yes,Yes
130,Mark Nielsen,https://en.wikipedia.org/wiki/Mark_Nielsen,,1979,5,19,,,Canada,True,Taurus,Taurus,Aquarius,Pisces,5,1,Goat,302,2025-12-10 19:10:06,2025-12-11 01:25:36,Yes,Yes,Yes
131,James Boyle Uniacke,https://en.wikipedia.org/wiki/James_Boyle_Uniacke,,1799,1,1,,,Canada,True,Sagittarius,Capricorn,Libra,Scorpio,1,1,Horse,1053,2025-12-10 19:10:06,2025-12-11 01:25:41,Yes,Yes,Yes
132,"Sir James Kirkpatrick, 8th Baronet","https://en.wikipedia.org/wiki/Sir_James_Kirkpatrick,_8th_Baronet",,1841,3,22,,,Canada,True,Pisces,Aries,Pisces,Pisces,3,4,Ox,669,2025-12-10 19:10:06,2025-12-11 01:25:41,Yes,Yes,Yes
133,James Moffat,https://en.wikipedia.org/wiki/James_Moffat,,1922,1,27,,,Canada,True,Capricorn,Aquarius,Capricorn,Aquarius,6,9,Rooster,370,2025-12-10 19:10:06,2025-12-11 01:25:41,Yes,Yes,Yes
134,Jean-Jacques Simard,https://en.wikipedia.org/wiki/Jean-Jacques_Simard,,1945,11,15,,,Canada,True,Libra,Scorpio,Pisces,Pisces,9,6,Rooster,154,2025-12-10 19:10:06,2025-12-11 01:25:41,Yes,Yes,Yes
135,Jennifer Howell,https://en.wikipedia.org/wiki/Jennifer_Howell,,2000,1,1,,,Canada,True,Sagittarius,Capricorn,Libra,Scorpio,4,1,Rabbit,9951,2025-12-10 19:10:06,2025-12-11 01:25:41,Yes,Yes,Yes
136,Jimmy Beaulieu,https://en.wikipedia.org/wiki/Jimmy_Beaulieu,,1974,1,1,,,Canada,True,Sagittarius,Capricorn,Pisces,Aries,5,1,Ox,395,2025-12-10 19:10:06,2025-12-11 01:25:41,Yes,Yes,Yes
137,Jocelyn Létourneau,https://en.wikipedia.org/wiki/Jocelyn_Létourneau,,1956,10,26,,,Canada,True,Virgo,Scorpio,Cancer,Cancer,3,8,Monkey,0,2025-12-10 19:10:06,2025-12-11 01:25:41,Yes,Yes,Yes
138,Kevin Gillis,https://en.wikipedia.org/wiki/Kevin_Gillis,,1951,1,1,,,Canada,True,Sagittarius,Capricorn,Virgo,Libra,9,1,Tiger,9381,2025-12-10 19:10:06,2025-12-11 01:25:41,Yes,Yes,Yes
139,Kevin Rushton,https://en.wikipedia.org/wiki/Kevin_Rushton,,1957,1,1,,,Canada,True,Sagittarius,Capricorn,Sagittarius,Capricorn,6,1,Monkey,0,2025-12-10 19:10:06,2025-12-11 01:25:41,Yes,Yes,Yes
140,Lise Bourbeau,https://en.wikipedia.org/wiki/Lise_Bourbeau,,1941,2,14,,,Canada,True,Aquarius,Aquarius,Virgo,Virgo,22/4,5,Snake,0,2025-12-10 19:10:06,2025-12-11 01:25:41,Yes,Yes,Yes
141,Louis-Philippe Beauchamp,https://en.wikipedia.org/wiki/Louis-Philippe_Beauchamp,,1999,10,4,,,Canada,True,Virgo,Libra,Cancer,Leo,33/6,4,Rabbit,2,2025-12-10 19:10:06,2025-12-11 01:25:47,Yes,Yes,Yes
142,Louis Saia,https://en.wikipedia.org/wiki/Louis_Saia,,1950,5,25,,,Canada,True,Taurus,Gemini,Leo,Virgo,9,7,Tiger,1035,2025-12-10 19:10:06,2025-12-11 01:25:47,Yes,Yes,Yes
143,Kelvin Kwan,https://en.wikipedia.org/wiki/Kelvin_Kwan,,1983,3,24,,,Canada,True,Pisces,Aries,Cancer,Leo,3,6,Pig,7013,2025-12-10 19:10:06,2025-12-11 01:25:47,Yes,Yes,Yes
144,L. Susan Brown,https://en.wikipedia.org/wiki/L._Susan_Brown,,1959,1,1,,,Canada,True,Sagittarius,Capricorn,Virgo,Virgo,8,1,Dog,1672,2025-12-10 19:10:06,2025-12-11 01:25:47,Yes,Yes,Yes
145,Kirk Shaw,https://en.wikipedia.org/wiki/Kirk_Shaw,,1956,5,23,,,Canada,True,Taurus,Gemini,Libra,Scorpio,4,5,Monkey,19,2025-12-10 19:10:06,2025-12-11 01:25:47,Yes,Yes,Yes
146,Nicholas Elia,https://en.wikipedia.org/wiki/Nicholas_Elia,,1997,3,29,,,Canada,True,Pisces,Aries,Scorpio,Sagittarius,4,11/2,Ox,0,2025-12-10 19:10:06,2025-12-11 01:25:47,Yes,Yes,Yes
147,Nicolas Wright,https://en.wikipedia.org/wiki/Nicolas_Wright,,1982,3,23,,,Canada,True,Pisces,Aries,Aquarius,Pisces,1,5,Dog,17597,2025-12-10 19:10:06,2025-12-11 01:25:47,Yes,Yes,Yes
148,Odessa Thornhill,https://en.wikipedia.org/wiki/Odessa_Thornhill,,1984,1,1,,,Canada,True,Sagittarius,Capricorn,Ophiuchus,Sagittarius,6,1,Pig,0,2025-12-10 19:10:06,2025-12-11 01:25:47,Yes,Yes,Yes
149,Patrick Carignan,https://en.wikipedia.org/wiki/Patrick_Carignan,,1974,10,11,,,Canada,True,Virgo,Libra,Leo,Leo,6,2,Tiger,168,2025-12-10 19:10:06,2025-12-11 01:25:47,Yes,Yes,Yes
150,Pierre Pettigrew,https://en.wikipedia.org/wiki/Pierre_Pettigrew,,1951,4,18,,,Canada,True,Pisces,Aries,Leo,Virgo,11/2,9,Rabbit,14657,2025-12-10 19:10:06,2025-12-11 01:25:47,Yes,Yes,Yes
151,Prosper Bernard,https://en.wikipedia.org/wiki/Prosper_Bernard,,1902,5,25,,,Canada,True,Taurus,Gemini,Sagittarius,Capricorn,6,7,Tiger,665,2025-12-10 19:10:06,2025-12-11 01:25:53,Yes,Yes,Yes
152,R. D. Reid,https://en.wikipedia.org/wiki/R._D._Reid,,1944,9,22,,,Canada,True,Virgo,Virgo,Libra,Scorpio,4,4,Monkey,16152,2025-12-10 19:10:06,2025-12-11 01:25:53,Yes,Yes,Yes
153,Renée Martel,https://en.wikipedia.org/wiki/Renée_Martel,,1947,6,26,,,Canada,True,Gemini,Cancer,Virgo,Libra,8,8,Pig,2804,2025-12-10 19:10:06,2025-12-11 01:25:53,Yes,Yes,Yes
154,Robert Baltovich,https://en.wikipedia.org/wiki/Robert_Baltovich,,1965,7,17,,,Canada,True,Gemini,Cancer,Aquarius,Pisces,9,8,Snake,11296,2025-12-10 19:10:06,2025-12-11 01:25:53,Yes,Yes,Yes
155,Kyle Parrott,https://en.wikipedia.org/wiki/Kyle_Parrott,,1985,9,13,,,Canada,True,Leo,Virgo,Leo,Virgo,9,4,Ox,318,2025-12-10 19:10:44,2025-12-11 01:25:53,Yes,Yes,Yes
156,Robin Ward,https://en.wikipedia.org/wiki/Robin_Ward,,1944,4,10,,,Canada,True,Pisces,Aries,Virgo,Scorpio,5,1,Monkey,232,2025-12-10 19:10:44,2025-12-11 01:25:53,Yes,Yes,Yes
157,Ron Oliver,https://en.wikipedia.org/wiki/Ron_Oliver,,1950,1,1,,,Canada,True,Sagittarius,Capricorn,Taurus,Gemini,8,1,Ox,11277,2025-12-10 19:10:44,2025-12-11 01:25:53,Yes,Yes,Yes
158,Roxanne McKee,https://en.wikipedia.org/wiki/Roxanne_McKee,,1980,8,10,,,Canada,True,Leo,Leo,Leo,Leo,9,1,Monkey,220419,2025-12-10 19:10:44,2025-12-11 01:25:53,Yes,Yes,Yes
159,Samantha McLeod,https://en.wikipedia.org/wiki/Samantha_McLeod,,1986,2,10,,,Canada,True,Capricorn,Aquarius,Aquarius,Pisces,9,1,Tiger,12,2025-12-10 19:10:44,2025-12-11 01:25:53,Yes,Yes,Yes
160,Tadashi Sasaki,https://en.wikipedia.org/wiki/Tadashi_Sasaki,,1966,5,19,,,Japan,True,Taurus,Taurus,Aries,Taurus,1,1,Horse,77,2025-12-10 19:10:44,2025-12-11 01:25:53,Yes,Yes,Yes
161,Wakō Hon'na,https://en.wikipedia.org/wiki/Wakō_Hon'na,,1950,1,1,,,Japan,True,Sagittarius,Capricorn,Taurus,Gemini,8,1,Ox,0,2025-12-10 19:10:44,2025-12-11 01:26:00,Yes,Yes,Yes
162,mothy,https://en.wikipedia.org/wiki/mothy,,2000,1,1,,,Japan,True,Sagittarius,Capricorn,Libra,Scorpio,4,1,Rabbit,0,2025-12-10 19:10:44,2025-12-11 01:26:00,Yes,Yes,Yes
163,Nishiyama Sokichi,https://en.wikipedia.org/wiki/Nishiyama_Sokichi,,1945,1,21,,,Japan,True,Capricorn,Aquarius,Aries,Taurus,5,3,Monkey,0,2025-12-10 19:10:44,2025-12-11 01:26:00,Yes,Yes,Yes
164,Akari Uchida,https://en.wikipedia.org/wiki/Akari_Uchida,,1969,1,1,,,Japan,True,Sagittarius,Capricorn,Taurus,Gemini,9,1,Monkey,1442,2025-12-10 19:10:44,2025-12-11 01:26:00,Yes,Yes,Yes
165,Natsuko Kawaji,https://en.wikipedia.org/wiki/Natsuko_Kawaji,,1919,1,2,,,Japan,True,Sagittarius,Capricorn,Sagittarius,Capricorn,5,2,Horse,0,2025-12-10 19:10:44,2025-12-11 01:26:00,Yes,Yes,Yes
166,Honinbo Genjo,https://en.wikipedia.org/wiki/Honinbo_Genjo,,1775,1,1,,,Japan,True,Sagittarius,Capricorn,Sagittarius,Capricorn,22/4,1,Horse,70,2025-12-10 19:10:44,2025-12-11 01:26:00,Yes,Yes,Yes
167,Honinbō Retsugen,https://en.wikipedia.org/wiki/Honinbō_Retsugen,,1750,1,1,,,Japan,True,Sagittarius,Capricorn,Virgo,Libra,6,1,Snake,15,2025-12-10 19:10:44,2025-12-11 01:26:00,Yes,Yes,Yes
168,Honinbo Shuhaku,https://en.wikipedia.org/wiki/Honinbo_Shuhaku,,1716,1,1,,,Japan,True,Sagittarius,Capricorn,Pisces,Pisces,8,1,Goat,298,2025-12-10 19:10:44,2025-12-11 01:26:00,Yes,Yes,Yes
169,Princess Sumiko,https://en.wikipedia.org/wiki/Princess_Sumiko,,1829,2,22,,,Japan,True,Aquarius,Pisces,Virgo,Libra,8,4,Ox,6502,2025-12-10 19:10:44,2025-12-11 01:26:00,Yes,Yes,Yes
170,Nagayoshi Iwahori,https://en.wikipedia.org/wiki/Nagayoshi_Iwahori,,1926,1,1,,,Japan,True,Sagittarius,Capricorn,Cancer,Leo,2,1,Ox,677,2025-12-10 19:10:44,2025-12-11 01:26:00,Yes,Yes,Yes
171,Akira Uchibori,https://en.wikipedia.org/wiki/Akira_Uchibori,,2000,1,1,,,Japan,True,Sagittarius,Capricorn,Libra,Scorpio,4,1,Rabbit,0,2025-12-10 19:10:44,2025-12-11 01:26:05,Yes,Yes,Yes
172,Keiko Yamamoto,https://en.wikipedia.org/wiki/Keiko_Yamamoto,,1973,4,30,,,Japan,True,Aries,Taurus,Pisces,Aries,9,3,Ox,3709,2025-12-10 19:10:44,2025-12-11 01:26:05,Yes,Yes,Yes
173,KM-MARKIT,https://en.wikipedia.org/wiki/KM-MARKIT,,1976,12,16,,,Japan,True,Ophiuchus,Sagittarius,Virgo,Libra,33/6,7,Dragon,1338,2025-12-10 19:10:44,2025-12-11 01:26:05,Yes,Yes,Yes
174,Valshe,https://en.wikipedia.org/wiki/Valshe,,1986,9,15,,,Japan,True,Leo,Virgo,Capricorn,Aquarius,3,6,Tiger,2544,2025-12-10 19:10:44,2025-12-11 01:26:05,Yes,Yes,Yes
175,Shinobu Gotō,https://en.wikipedia.org/wiki/Shinobu_Gotō,,1950,1,1,,,Japan,True,Sagittarius,Capricorn,Taurus,Gemini,8,1,Ox,0,2025-12-10 19:10:44,2025-12-11 01:26:05,Yes,Yes,Yes
176,Masami Tachino,https://en.wikipedia.org/wiki/Masami_Tachino,,1961,3,14,,,Japan,True,Pisces,Pisces,Capricorn,Aquarius,7,5,Ox,0,2025-12-10 19:10:44,2025-12-11 01:26:05,Yes,Yes,Yes
177,Megumi Igarashi,https://en.wikipedia.org/wiki/Megumi_Igarashi,,1972,3,14,,,Japan,True,Pisces,Pisces,Aquarius,Pisces,9,5,Rat,36311,2025-12-10 19:10:44,2025-12-11 01:26:05,Yes,Yes,Yes
178,Kazuko Hohki,https://en.wikipedia.org/wiki/Kazuko_Hohki,,1952,1,1,,,Japan,True,Sagittarius,Capricorn,Aquarius,Pisces,1,1,Rabbit,29,2025-12-10 19:10:44,2025-12-11 01:26:05,Yes,Yes,Yes
179,Ōya Tyson,https://en.wikipedia.org/wiki/Ōya_Tyson,,1972,4,10,,,Japan,True,Pisces,Aries,Aquarius,Pisces,6,1,Rat,0,2025-12-10 19:10:44,2025-12-11 01:26:05,Yes,Yes,Yes
180,Shōei Mishina,https://en.wikipedia.org/wiki/Shōei_Mishina,,1902,7,5,,,Japan,True,Gemini,Cancer,Gemini,Cancer,6,5,Tiger,182,2025-12-10 19:10:44,2025-12-11 01:26:05,Yes,Yes,Yes
181,Ryōki Kamitsubo,https://en.wikipedia.org/wiki/Ryōki_Kamitsubo,,1901,1,1,,,Japan,True,Sagittarius,Capricorn,Taurus,Taurus,4,1,Rat,122,2025-12-10 19:10:44,2025-12-11 01:26:11,Yes,Yes,Yes
182,Shinnosuke Kamimura,https://en.wikipedia.org/wiki/Shinnosuke_Kamimura,,1975,1,22,,,Japan,True,Capricorn,Aquarius,Taurus,Taurus,9,4,Tiger,0,2025-12-10 19:10:44,2025-12-11 01:26:11,Yes,Yes,Yes
183,Junichi Ueno,https://en.wikipedia.org/wiki/Junichi_Ueno,,1910,1,1,,,Japan,True,Sagittarius,Capricorn,Leo,Virgo,4,1,Rooster,216,2025-12-10 19:10:44,2025-12-11 01:26:11,Yes,Yes,Yes
184,Akie Namiki,https://en.wikipedia.org/wiki/Akie_Namiki,,1978,10,17,,,Japan,True,Virgo,Libra,Aries,Taurus,7,8,Horse,0,2025-12-10 19:10:44,2025-12-11 01:26:11,Yes,Yes,Yes
185,Hōzō Nakajima,https://en.wikipedia.org/wiki/Hōzō_Nakajima,,1904,5,27,,,Japan,True,Taurus,Gemini,Libra,Scorpio,1,9,Dragon,0,2025-12-10 19:10:44,2025-12-11 01:26:11,Yes,Yes,Yes
186,Yasuhi Nakamura,https://en.wikipedia.org/wiki/Yasuhi_Nakamura,,1972,11,15,,,Japan,True,Libra,Scorpio,Aquarius,Pisces,9,6,Rat,0,2025-12-10 19:10:44,2025-12-11 01:26:11,Yes,Yes,Yes
187,Takeshi Nakasu,https://en.wikipedia.org/wiki/Takeshi_Nakasu,,1968,3,26,,,Japan,True,Pisces,Aries,Aquarius,Pisces,8,8,Monkey,0,2025-12-10 19:10:44,2025-12-11 01:26:11,Yes,Yes,Yes
188,Ryūichi Kubota,https://en.wikipedia.org/wiki/Ryūichi_Kubota,,1982,5,18,,,Japan,True,Taurus,Taurus,Pisces,Pisces,7,9,Dog,0,2025-12-10 19:10:44,2025-12-11 01:26:11,Yes,Yes,Yes
189,Kazuyuki Inoue,https://en.wikipedia.org/wiki/Kazuyuki_Inoue,,1929,3,11,,,Japan,True,Pisces,Pisces,Pisces,Pisces,8,2,Snake,0,2025-12-10 19:10:44,2025-12-11 01:26:11,Yes,Yes,Yes
190,I no Manari,https://en.wikipedia.org/wiki/I_no_Manari,,699,1,1,,,Japan,True,Sagittarius,Capricorn,Virgo,Libra,8,1,Dog,0,2025-12-10 19:10:44,2025-12-11 01:26:11,Yes,Yes,Yes
191,Manami Itō,https://en.wikipedia.org/wiki/Manami_Itō,,1960,7,8,,,Japan,True,Gemini,Cancer,Sagittarius,Capricorn,4,8,Rat,0,2025-12-10 19:10:44,2025-12-11 01:26:18,Yes,Yes,Yes
192,Takashi Satō,https://en.wikipedia.org/wiki/Takashi_Satō,,1966,9,1,,,Japan,True,Leo,Virgo,Pisces,Pisces,5,1,Horse,0,2025-12-10 19:10:44,2025-12-11 01:26:18,Yes,Yes,Yes
193,Hirozumi Satō,https://en.wikipedia.org/wiki/Hirozumi_Satō,,1978,11,26,,,Japan,True,Scorpio,Sagittarius,Virgo,Libra,8,8,Horse,0,2025-12-10 19:10:44,2025-12-11 01:26:18,Yes,Yes,Yes
194,Nobuyo Maeda,https://en.wikipedia.org/wiki/Nobuyo_Maeda,,1949,1,1,,,Japan,True,Sagittarius,Capricorn,Capricorn,Aquarius,7,1,Rat,809,2025-12-10 19:10:44,2025-12-11 01:26:18,Yes,Yes,Yes
195,Jun Soejima,https://en.wikipedia.org/wiki/Jun_Soejima,,1984,7,18,,,Japan,True,Gemini,Cancer,Pisces,Pisces,11/2,9,Rat,0,2025-12-10 19:10:44,2025-12-11 01:26:18,Yes,Yes,Yes
196,Hiroko Minami,https://en.wikipedia.org/wiki/Hiroko_Minami,,1942,6,13,,,Japan,True,Taurus,Gemini,Taurus,Gemini,8,4,Horse,530,2025-12-10 19:10:44,2025-12-11 01:26:18,Yes,Yes,Yes
197,Etsushi Furukawa,https://en.wikipedia.org/wiki/Etsushi_Furukawa,,1966,7,27,,,Japan,True,Cancer,Leo,Scorpio,Sagittarius,11/2,9,Horse,0,2025-12-10 19:10:44,2025-12-11 01:26:18,Yes,Yes,Yes
198,Hiroko Furumi,https://en.wikipedia.org/wiki/Hiroko_Furumi,,1971,2,9,,,Japan,True,Capricorn,Aquarius,Cancer,Leo,11/2,9,Pig,0,2025-12-10 19:10:44,2025-12-11 01:26:18,Yes,Yes,Yes
199,Hirofumi Koga,https://en.wikipedia.org/wiki/Hirofumi_Koga,,1954,9,14,,,Japan,True,Leo,Virgo,Pisces,Aries,33/6,5,Horse,0,2025-12-10 19:10:44,2025-12-11 01:26:18,Yes,Yes,Yes
200,Akiko Yoshikawa,https://en.wikipedia.org/wiki/Akiko_Yoshikawa,,1969,8,13,,,Japan,True,Leo,Leo,Leo,Leo,1,4,Rooster,1,2025-12-10 19:10:44,2025-12-11 01:26:18,Yes,Yes,Yes
201,Yukihiro Yoshida,https://en.wikipedia.org/wiki/Yukihiro_Yoshida,,1956,4,5,,,Japan,True,Pisces,Aries,Capricorn,Aquarius,3,5,Monkey,2,2025-12-10 19:10:44,2025-12-11 01:26:24,Yes,Yes,Yes
202,Shigeo Kiyama,https://en.wikipedia.org/wiki/Shigeo_Kiyama,,1973,9,27,,,Japan,True,Virgo,Libra,Virgo,Libra,11/2,9,Ox,1128,2025-12-10 19:10:44,2025-12-11 01:26:24,Yes,Yes,Yes
203,Mio Sakaguchi,https://en.wikipedia.org/wiki/Mio_Sakaguchi,,1980,5,7,,,Japan,True,Aries,Taurus,Capricorn,Aquarius,3,7,Monkey,0,2025-12-10 19:10:44,2025-12-11 01:26:24,Yes,Yes,Yes
204,Haruya Sakamoto,https://en.wikipedia.org/wiki/Haruya_Sakamoto,,1928,8,23,,,Japan,True,Leo,Virgo,Scorpio,Sagittarius,33/6,5,Dragon,0,2025-12-10 19:10:44,2025-12-11 01:26:24,Yes,Yes,Yes
205,Kamayuki Tsubono,https://en.wikipedia.org/wiki/Kamayuki_Tsubono,,1919,7,26,,,Japan,True,Cancer,Leo,Gemini,Cancer,8,8,Goat,0,2025-12-10 19:11:21,2025-12-11 01:26:24,Yes,Yes,Yes
206,Tsukasa Tawada,https://en.wikipedia.org/wiki/Tsukasa_Tawada,,1965,3,24,,,Japan,True,Pisces,Aries,Sagittarius,Sagittarius,3,6,Snake,5224,2025-12-10 19:11:21,2025-12-11 01:26:24,Yes,Yes,Yes
207,Yoshiaki Tago,https://en.wikipedia.org/wiki/Yoshiaki_Tago,,1969,1,1,,,Japan,True,Sagittarius,Capricorn,Taurus,Gemini,9,1,Monkey,0,2025-12-10 19:11:21,2025-12-11 01:26:24,Yes,Yes,Yes
208,Sean Roche,https://en.wikipedia.org/wiki/Sean_Roche,,1983,3,20,,,Canada,True,Pisces,Pisces,Taurus,Gemini,8,2,Pig,0,2025-12-10 19:11:21,2025-12-11 01:26:24,Yes,Yes,Yes
209,T. Jerome Lawler,https://en.wikipedia.org/wiki/T._Jerome_Lawler,,1887,7,13,,,Canada,True,Gemini,Cancer,Pisces,Aries,8,4,Pig,0,2025-12-10 19:11:21,2025-12-11 01:26:24,Yes,Yes,Yes
210,Theresa Joy,https://en.wikipedia.org/wiki/Theresa_Joy,,1953,1,1,,,Canada,True,Sagittarius,Capricorn,Gemini,Cancer,2,1,Dragon,0,2025-12-10 19:11:21,2025-12-11 01:26:24,Yes,Yes,Yes
211,Jamie Shannon,https://en.wikipedia.org/wiki/Jamie_Shannon,,1972,2,7,,,Canada,True,Capricorn,Aquarius,Libra,Scorpio,1,7,Rat,13724,2025-12-10 19:11:21,2025-12-11 01:26:32,Yes,Yes,Yes
212,Victoria Campbell,https://en.wikipedia.org/wiki/Victoria_Campbell,,1996,8,6,,,Canada,True,Cancer,Leo,Aries,Taurus,3,6,Rat,97,2025-12-10 19:11:21,2025-12-11 01:26:32,Yes,Yes,Yes
213,Bill Schelter,https://en.wikipedia.org/wiki/Bill_Schelter,,1947,1,1,,,Canada,True,Sagittarius,Capricorn,Pisces,Aries,5,1,Dog,1660,2025-12-10 19:11:21,2025-12-11 01:26:32,Yes,Yes,Yes
214,William Sorelle,https://en.wikipedia.org/wiki/William_Sorelle,,1877,11,25,,,Canada,True,Scorpio,Sagittarius,Cancer,Leo,5,7,Ox,0,2025-12-10 19:11:21,2025-12-11 01:26:32,Yes,Yes,Yes
215,Adrian Alphona,https://en.wikipedia.org/wiki/Adrian_Alphona,,2000,1,1,,,Canada,True,Sagittarius,Capricorn,Libra,Scorpio,4,1,Rabbit,3279,2025-12-10 19:11:21,2025-12-11 01:26:32,Yes,Yes,Yes
216,David Karwacki,https://en.wikipedia.org/wiki/David_Karwacki,,1965,5,30,,,Canada,True,Taurus,Gemini,Taurus,Gemini,11/2,3,Snake,921,2025-12-10 19:11:21,2025-12-11 01:26:32,Yes,Yes,Yes
217,Masataka Nakazawa,https://en.wikipedia.org/wiki/Masataka_Nakazawa,,1952,9,17,,,Japan,True,Virgo,Virgo,Leo,Virgo,7,8,Dragon,1041,2025-12-10 19:11:21,2025-12-11 01:26:32,Yes,Yes,Yes
218,Yoneji Masuda,https://en.wikipedia.org/wiki/Yoneji_Masuda,,1909,3,4,,,Japan,True,Aquarius,Pisces,Leo,Leo,8,4,Rooster,1436,2025-12-10 19:11:21,2025-12-11 01:26:32,Yes,Yes,Yes
219,Yoko Maria,https://en.wikipedia.org/wiki/Yoko_Maria,,2000,1,1,,,Japan,True,Sagittarius,Capricorn,Libra,Scorpio,4,1,Rabbit,12,2025-12-10 19:11:21,2025-12-11 01:26:32,Yes,Yes,Yes
220,Go-Fukakusa-in no Nijō,https://en.wikipedia.org/wiki/Go-Fukakusa-in_no_Nijō,,1258,1,1,,,Japan,True,Sagittarius,Capricorn,Leo,Leo,9,1,Snake,0,2025-12-10 19:11:21,2025-12-11 01:26:32,Yes,Yes,Yes
221,Nobuo Yoneda,https://en.wikipedia.org/wiki/Nobuo_Yoneda,,1930,3,28,,,Japan,True,Pisces,Aries,Aquarius,Pisces,8,1,Horse,8292,2025-12-10 19:11:21,2025-12-11 01:26:37,Yes,Yes,Yes
