id,name,wikipedia_url,occupation,birth_year,birth_month,birth_day,birth_hour,birth_minute,birth_location,unknown_time,sun_sign_sidereal,sun_sign_tropical,moon_sign_sidereal,moon_sign_tropical,life_path_number,day_number,chinese_zodiac_animal,page_views,created_at,updated_at,has_chart_data_json,has_planetary_placements_json,has_top_aspects_json
6547,Andreas Khol,https://en.wikipedia.org/wiki/Andreas_Khol,politicians,1941,7,14,,,Bergen auf Rügen,True,Gemini,Cancer,Pisces,Aries,9,5,Snake,2972,2025-12-10 21:22:06,2025-12-10 23:23:36,Yes,No,No
6548,Carlos Lacerda,https://en.wikipedia.org/wiki/Carlos_Lacerda,politicians,1914,4,30,,,Vassouras,True,Aries,Taurus,Gemini,Cancer,22/4,3,Tiger,18226,2025-12-10 21:22:06,2025-12-10 23:23:36,Yes,No,No
6549,Federico Gamboa,https://en.wikipedia.org/wiki/Federico_Gamboa,politicians,1864,12,22,,,Mexico City,True,Sagittarius,Capricorn,Virgo,Libra,8,4,Rat,1881,2025-12-10 21:22:06,2025-12-10 23:23:36,Yes,No,No
6550,Patrick Janssens,https://en.wikipedia.org/wiki/Patrick_Janssens,politicians,1956,9,19,,,Antwerp,True,Virgo,Virgo,Pisces,Pisces,4,1,Monkey,2402,2025-12-10 21:22:06,2025-12-10 23:23:36,Yes,No,No
6551,Michel Mercier,https://en.wikipedia.org/wiki/Michel_Mercier,politicians,1947,3,7,,,Bourg-de-Thizy,True,Aquarius,Pisces,Leo,Virgo,4,7,Pig,1017,2025-12-10 21:22:06,2025-12-10 23:23:36,Yes,No,No
6552,Karel Lodewijk Ledeganck,https://en.wikipedia.org/wiki/Karel_Lodewijk_Ledeganck,politicians,1805,1,1,,,Eeklo,True,Sagittarius,Capricorn,Sagittarius,Capricorn,7,1,Rat,385,2025-12-10 21:22:06,2025-12-10 23:23:39,Yes,No,No
6553,Elisabeth Schwarzhaupt,https://en.wikipedia.org/wiki/Elisabeth_Schwarzhaupt,politicians,1901,1,7,,,Frankfurt,True,Sagittarius,Capricorn,Leo,Leo,1,7,Rat,1327,2025-12-10 21:22:06,2025-12-10 23:23:39,Yes,No,No
6554,Heinz Brücher,https://en.wikipedia.org/wiki/Heinz_Brücher,politicians,1915,1,14,,,Darmstadt,True,Sagittarius,Capricorn,Sagittarius,Capricorn,22/4,5,Tiger,5384,2025-12-10 21:22:06,2025-12-10 23:23:39,Yes,No,No
6555,Harald Ringstorff,https://en.wikipedia.org/wiki/Harald_Ringstorff,politicians,1939,9,25,,,Wittenburg,True,Virgo,Libra,Aquarius,Aquarius,11/2,7,Rabbit,978,2025-12-10 21:22:19,2025-12-10 23:23:39,Yes,No,No
6556,Hans Matthöfer,https://en.wikipedia.org/wiki/Hans_Matthöfer,politicians,1925,9,25,,,Bochum,True,Virgo,Libra,Sagittarius,Capricorn,33/6,7,Ox,1017,2025-12-10 21:22:19,2025-12-10 23:23:39,Yes,No,No
6557,Jumabek Ibraimov,https://en.wikipedia.org/wiki/Jumabek_Ibraimov,politicians,1944,1,1,,,Dzhany-Alysh,True,Sagittarius,Capricorn,Pisces,Pisces,2,1,Goat,1097,2025-12-10 21:22:19,2025-12-10 23:23:39,Yes,No,No
6558,Charles-Ange Laisant,https://en.wikipedia.org/wiki/Charles-Ange_Laisant,politicians,1841,11,1,,,Nantes,True,Virgo,Scorpio,Taurus,Gemini,8,1,Ox,855,2025-12-10 21:22:19,2025-12-10 23:23:39,Yes,No,No
6559,Jérôme Cahuzac,https://en.wikipedia.org/wiki/Jérôme_Cahuzac,politicians,1952,6,19,,,Talence,True,Gemini,Gemini,Taurus,Taurus,33/6,1,Dragon,4156,2025-12-10 21:22:19,2025-12-10 23:23:39,Yes,No,No
6560,William John Hamilton,https://en.wikipedia.org/wiki/William_John_Hamilton,politicians,1805,7,5,,,Wishaw,True,Gemini,Cancer,Virgo,Scorpio,8,5,Ox,122,2025-12-10 21:22:19,2025-12-10 23:23:39,Yes,No,No
6561,Héctor Timerman,https://en.wikipedia.org/wiki/Héctor_Timerman,politicians,1953,12,16,,,Buenos Aires,True,Ophiuchus,Sagittarius,Aries,Taurus,1,7,Snake,4156,2025-12-10 21:22:19,2025-12-10 23:23:39,Yes,No,No
6562,Murad Madalsi,https://en.wikipedia.org/wiki/Murad_Madalsi,politicians,1943,4,30,,,Tlemcen,True,Aries,Taurus,Pisces,Pisces,6,3,Goat,0,2025-12-10 21:22:19,2025-12-10 23:23:42,Yes,No,No
6563,Paulo Portas,https://en.wikipedia.org/wiki/Paulo_Portas,politicians,1962,9,12,,,Lisbon,True,Leo,Virgo,Capricorn,Aquarius,3,3,Tiger,8595,2025-12-10 21:22:19,2025-12-10 23:23:42,Yes,No,No
6564,Osman Saleh Mohammed,https://en.wikipedia.org/wiki/Osman_Saleh_Mohammed,politicians,1948,1,1,,,Asmara,True,Sagittarius,Capricorn,Leo,Virgo,6,1,Pig,1000,2025-12-10 21:22:19,2025-12-10 23:23:42,Yes,No,No
6565,Johann Koplenig,https://en.wikipedia.org/wiki/Johann_Koplenig,politicians,1891,5,15,,,Gitschtal,True,Taurus,Taurus,Leo,Leo,3,6,Rabbit,3811,2025-12-10 21:22:19,2025-12-10 23:23:42,Yes,No,No
6566,Peter Lilley,https://en.wikipedia.org/wiki/Peter_Lilley,politicians,1943,8,23,,,Hayes,True,Leo,Leo,Taurus,Gemini,3,5,Goat,18682,2025-12-10 21:22:19,2025-12-10 23:23:42,Yes,No,No
6567,Adam Stegerwald,https://en.wikipedia.org/wiki/Adam_Stegerwald,politicians,1874,12,14,,,Greußenheim,True,Ophiuchus,Sagittarius,Aquarius,Aquarius,1,5,Dog,6476,2025-12-10 21:22:19,2025-12-10 23:23:42,Yes,No,No
6568,Karl Heinrich von Boetticher,https://en.wikipedia.org/wiki/Karl_Heinrich_von_Boetticher,politicians,1833,1,6,,,Szczecin,True,Sagittarius,Capricorn,Gemini,Cancer,22/4,6,Dragon,3883,2025-12-10 21:22:19,2025-12-10 23:23:42,Yes,No,No
6569,Peter Schmidhuber,https://en.wikipedia.org/wiki/Peter_Schmidhuber,politicians,1931,12,15,,,Munich,True,Ophiuchus,Sagittarius,Aquarius,Pisces,5,6,Goat,623,2025-12-10 21:22:19,2025-12-10 23:23:42,Yes,No,No
6570,Max Hödel,https://en.wikipedia.org/wiki/Max_Hödel,politicians,1857,5,27,,,Leipzig,True,Taurus,Gemini,Cancer,Cancer,8,9,Snake,3783,2025-12-10 21:22:19,2025-12-10 23:23:42,Yes,No,No
6571,Heinrich Scheuch,https://en.wikipedia.org/wiki/Heinrich_Scheuch,politicians,1864,6,21,,,Sélestat,True,Gemini,Cancer,Sagittarius,Capricorn,1,3,Rat,934,2025-12-10 21:22:19,2025-12-10 23:23:42,Yes,No,No
6572,Werner Heyde,https://en.wikipedia.org/wiki/Werner_Heyde,politicians,1902,4,25,,,Forst (Lausitz),True,Aries,Taurus,Scorpio,Sagittarius,5,7,Tiger,9799,2025-12-10 21:22:19,2025-12-10 23:23:44,Yes,No,No
6573,Theodor Leutwein,https://en.wikipedia.org/wiki/Theodor_Leutwein,politicians,1849,5,9,,,Strümpfelbrunn,True,Aries,Taurus,Ophiuchus,Sagittarius,9,9,Rooster,6233,2025-12-10 21:22:19,2025-12-10 23:23:44,Yes,No,No
6574,Jim Hodges,https://en.wikipedia.org/wiki/Jim_Hodges,politicians,1956,11,19,,,Lancaster,True,Libra,Scorpio,Taurus,Gemini,33/6,1,Monkey,21796,2025-12-10 21:22:19,2025-12-10 23:23:44,Yes,No,No
6575,Carlos Pellicer,https://en.wikipedia.org/wiki/Carlos_Pellicer,politicians,1897,1,16,,,Villahermosa,True,Sagittarius,Capricorn,Gemini,Gemini,33/6,7,Monkey,5129,2025-12-10 21:22:19,2025-12-10 23:23:44,Yes,No,No
6576,Vesa Hakala,https://en.wikipedia.org/wiki/Vesa_Hakala,politicians,1968,12,5,,,Harjavalta,True,Scorpio,Sagittarius,Taurus,Gemini,5,5,Monkey,234,2025-12-10 21:22:19,2025-12-10 23:23:44,Yes,No,No
6577,Mika Kojonkoski,https://en.wikipedia.org/wiki/Mika_Kojonkoski,politicians,1964,4,19,,,Rauma,True,Pisces,Aries,Cancer,Leo,7,1,Dragon,1475,2025-12-10 21:22:19,2025-12-10 23:23:44,Yes,No,No
6578,Eduard von Simson,https://en.wikipedia.org/wiki/Eduard_von_Simson,politicians,1810,11,10,,,Königsberg,True,Libra,Scorpio,Aries,Taurus,4,1,Horse,3376,2025-12-10 21:22:19,2025-12-10 23:23:44,Yes,No,No
6579,Wilhelm Adam,https://en.wikipedia.org/wiki/Wilhelm_Adam,politicians,1893,3,28,,,Eichen,True,Pisces,Aries,Leo,Leo,7,1,Snake,20175,2025-12-10 21:22:19,2025-12-10 23:23:44,Yes,No,No
6580,Wilhelm Keppler,https://en.wikipedia.org/wiki/Wilhelm_Keppler,politicians,1882,12,14,,,Heidelberg,True,Ophiuchus,Sagittarius,Capricorn,Aquarius,9,5,Horse,11961,2025-12-10 21:22:19,2025-12-10 23:23:44,Yes,No,No
6581,Adolf Heinrich von Arnim-Boitzenburg,https://en.wikipedia.org/wiki/Adolf_Heinrich_von_Arnim-Boitzenburg,politicians,1803,4,10,,,Berlin,True,Pisces,Aries,Libra,Scorpio,8,1,Pig,5954,2025-12-10 21:22:19,2025-12-10 23:23:44,Yes,No,No
6582,Tursunbek Chyngyshev,https://en.wikipedia.org/wiki/Tursunbek_Chyngyshev,politicians,1942,10,15,,,Naryn Region,True,Virgo,Libra,Sagittarius,Capricorn,5,6,Horse,1107,2025-12-10 21:22:19,2025-12-10 23:23:47,Yes,No,No
6583,Antonio Patriota,https://en.wikipedia.org/wiki/Antonio_Patriota,politicians,1954,4,27,,,Rio de Janeiro,True,Aries,Taurus,Capricorn,Aquarius,5,9,Horse,3961,2025-12-10 21:22:19,2025-12-10 23:23:47,Yes,No,No
6584,Bernard Membe,https://en.wikipedia.org/wiki/Bernard_Membe,politicians,1953,11,9,,,Lindi Region,True,Libra,Scorpio,Ophiuchus,Sagittarius,11/2,9,Snake,3877,2025-12-10 21:22:19,2025-12-10 23:23:47,Yes,No,No
6585,Henry Tang,https://en.wikipedia.org/wiki/Henry_Tang,politicians,1952,9,6,,,British Hong Kong,True,Leo,Virgo,Pisces,Aries,5,6,Dragon,10419,2025-12-10 21:22:19,2025-12-10 23:23:47,Yes,No,No
6586,Bernd Posselt,https://en.wikipedia.org/wiki/Bernd_Posselt,politicians,1956,6,4,,,Pforzheim,True,Taurus,Gemini,Pisces,Aries,4,4,Monkey,2136,2025-12-10 21:22:19,2025-12-10 23:23:47,Yes,No,No
6587,Johann Christian Konrad von Hofmann,https://en.wikipedia.org/wiki/Johann_Christian_Konrad_von_Hofmann,politicians,1810,12,21,,,Nuremberg,True,Sagittarius,Sagittarius,Virgo,Libra,7,3,Horse,1022,2025-12-10 21:22:19,2025-12-10 23:23:47,Yes,No,No
6588,Guy Teissier,https://en.wikipedia.org/wiki/Guy_Teissier,politicians,1945,4,4,,,Marseille,True,Pisces,Aries,Sagittarius,Sagittarius,9,4,Rooster,385,2025-12-10 21:22:19,2025-12-10 23:23:47,Yes,No,No
6589,Trevor Sargent,https://en.wikipedia.org/wiki/Trevor_Sargent,politicians,1960,7,26,,,Ashbourne,True,Cancer,Leo,Leo,Virgo,4,8,Rat,4148,2025-12-10 21:22:19,2025-12-10 23:23:47,Yes,No,No
6590,Tuomas Ketola,https://en.wikipedia.org/wiki/Tuomas_Ketola,politicians,1975,2,21,,,Turku,True,Aquarius,Pisces,Gemini,Gemini,9,3,Rabbit,629,2025-12-10 21:22:19,2025-12-10 23:23:47,Yes,No,No
6591,Paul Bronsart von Schellendorff,https://en.wikipedia.org/wiki/Paul_Bronsart_von_Schellendorff,politicians,1832,1,25,,,Gdańsk,True,Capricorn,Aquarius,Libra,Scorpio,22/4,7,Rabbit,1059,2025-12-10 21:22:19,2025-12-10 23:23:47,Yes,No,No
6592,Walter Riester,https://en.wikipedia.org/wiki/Walter_Riester,politicians,1943,9,27,,,Kaufbeuren,True,Virgo,Libra,Leo,Virgo,8,9,Goat,676,2025-12-10 21:22:19,2025-12-10 23:23:50,Yes,No,No
6593,Christof Leng,https://en.wikipedia.org/wiki/Christof_Leng,politicians,1975,9,14,,,Friedberg,True,Leo,Virgo,Sagittarius,Capricorn,9,5,Rabbit,251,2025-12-10 21:22:19,2025-12-10 23:23:50,Yes,No,No
6594,John Tsang,https://en.wikipedia.org/wiki/John_Tsang,politicians,1951,4,21,,,Hong Kong,True,Pisces,Taurus,Virgo,Libra,5,3,Rabbit,9642,2025-12-10 21:22:19,2025-12-10 23:23:50,Yes,No,No
6595,Max Brauer,https://en.wikipedia.org/wiki/Max_Brauer,politicians,1887,9,3,,,Ottensen,True,Leo,Virgo,Pisces,Pisces,9,3,Pig,2457,2025-12-10 21:22:19,2025-12-10 23:23:50,Yes,No,No
6596,Oscar Troplowitz,https://en.wikipedia.org/wiki/Oscar_Troplowitz,politicians,1863,1,18,,,Gliwice,True,Sagittarius,Capricorn,Sagittarius,Capricorn,1,9,Dog,5607,2025-12-10 21:22:19,2025-12-10 23:23:50,Yes,No,No
6597,Kurt Bodewig,https://en.wikipedia.org/wiki/Kurt_Bodewig,politicians,1955,4,26,,,Rheinberg,True,Aries,Taurus,Gemini,Cancer,5,8,Goat,665,2025-12-10 21:22:19,2025-12-10 23:23:50,Yes,No,No
6598,Jürgen Rieger,https://en.wikipedia.org/wiki/Jürgen_Rieger,politicians,1946,5,11,,,Blexen,True,Aries,Taurus,Virgo,Virgo,9,2,Dog,5207,2025-12-10 21:22:19,2025-12-10 23:23:50,Yes,No,No
6599,Katina Schubert,https://en.wikipedia.org/wiki/Katina_Schubert,politicians,1961,12,28,,,Heidelberg,True,Sagittarius,Capricorn,Leo,Virgo,3,1,Ox,1091,2025-12-10 21:22:19,2025-12-10 23:23:50,Yes,No,No
6600,Agustín Edwards Mac-Clure,https://en.wikipedia.org/wiki/Agustín_Edwards_Mac-Clure,politicians,1878,6,17,,,Santiago,True,Taurus,Gemini,Sagittarius,Capricorn,11/2,8,Tiger,1030,2025-12-10 21:22:19,2025-12-10 23:23:50,Yes,No,No
6601,John Gregg,https://en.wikipedia.org/wiki/John_Gregg,politicians,1828,9,2,,,Lawrence County,True,Leo,Virgo,Taurus,Gemini,3,2,Rat,369,2025-12-10 21:22:19,2025-12-10 23:23:50,Yes,No,No
6602,Pedro Beltrán,https://en.wikipedia.org/wiki/Pedro_Beltrán,politicians,1897,2,17,,,Lima,True,Aquarius,Aquarius,Leo,Virgo,8,8,Rooster,176,2025-12-10 21:22:19,2025-12-10 23:23:53,Yes,No,No
6603,Hippoliet Van Peene,https://en.wikipedia.org/wiki/Hippoliet_Van_Peene,politicians,1811,1,1,,,Kaprijke,True,Sagittarius,Capricorn,Pisces,Aries,4,1,Horse,413,2025-12-10 21:22:19,2025-12-10 23:23:53,Yes,No,No
6604,Daniël Termont,https://en.wikipedia.org/wiki/Daniël_Termont,politicians,1953,5,19,,,Ghent,True,Taurus,Taurus,Leo,Leo,33/6,1,Snake,818,2025-12-10 21:22:19,2025-12-10 23:23:53,Yes,No,No
6605,Jagatjit Singh I of Kapurthala,https://en.wikipedia.org/wiki/Jagatjit_Singh_I_of_Kapurthala,politicians,1872,11,24,,,Punjab,True,Scorpio,Sagittarius,Leo,Virgo,8,6,Monkey,0,2025-12-10 21:22:31,2025-12-10 23:23:53,Yes,No,No
6606,Jaime Caruana,https://en.wikipedia.org/wiki/Jaime_Caruana,politicians,1952,3,14,,,Valencia,True,Pisces,Pisces,Virgo,Libra,7,5,Dragon,4853,2025-12-10 21:22:31,2025-12-10 23:23:53,Yes,No,No
6607,José García Belaúnde,https://en.wikipedia.org/wiki/José_García_Belaúnde,politicians,1948,3,16,,,Lima,True,Pisces,Pisces,Taurus,Gemini,5,7,Rat,47,2025-12-10 21:22:31,2025-12-10 23:23:53,Yes,No,No
6608,George Yeo,https://en.wikipedia.org/wiki/George_Yeo,politicians,1954,9,13,,,Singapore,True,Leo,Virgo,Pisces,Pisces,5,4,Horse,103155,2025-12-10 21:22:31,2025-12-10 23:23:53,Yes,No,No
6609,Heydar Moslehi,https://en.wikipedia.org/wiki/Heydar_Moslehi,politicians,1957,9,29,,,Isfahan,True,Virgo,Libra,Ophiuchus,Sagittarius,6,11/2,Rooster,2003,2025-12-10 21:22:31,2025-12-10 23:23:53,Yes,No,No
6610,Heide Rühle,https://en.wikipedia.org/wiki/Heide_Rühle,politicians,1948,11,5,,,Heilbronn,True,Libra,Scorpio,Sagittarius,Capricorn,11/2,5,Rat,438,2025-12-10 21:22:31,2025-12-10 23:23:53,Yes,No,No
6611,Helga Trüpel,https://en.wikipedia.org/wiki/Helga_Trüpel,politicians,1958,7,21,,,Moers,True,Cancer,Cancer,Virgo,Libra,33/6,3,Dog,548,2025-12-10 21:22:31,2025-12-10 23:23:53,Yes,No,No
6612,Aygül Özkan,https://en.wikipedia.org/wiki/Aygül_Özkan,politicians,1971,8,27,,,Hamburg,True,Leo,Virgo,Libra,Scorpio,8,9,Pig,1206,2025-12-10 21:22:31,2025-12-10 23:23:56,Yes,No,No
6613,Karl Nobiling,https://en.wikipedia.org/wiki/Karl_Nobiling,politicians,1848,4,10,,,Międzychód,True,Pisces,Aries,Gemini,Cancer,8,1,Monkey,3210,2025-12-10 21:22:31,2025-12-10 23:23:56,Yes,No,No
6614,Georg von Vincke,https://en.wikipedia.org/wiki/Georg_von_Vincke,politicians,1811,5,5,,,Haus Busch,True,Aries,Taurus,Virgo,Libra,3,5,Goat,1130,2025-12-10 21:22:31,2025-12-10 23:23:56,Yes,No,No
6615,Albert Stohr,https://en.wikipedia.org/wiki/Albert_Stohr,politicians,1890,11,13,,,Friedberg,True,Libra,Scorpio,Scorpio,Sagittarius,6,4,Tiger,509,2025-12-10 21:22:31,2025-12-10 23:23:56,Yes,No,No
6616,Selena Gomez,https://en.wikipedia.org/wiki/Selena_Gomez,models,1992,7,22,,,Grand Prairie,True,Cancer,Cancer,Pisces,Aries,5,4,Monkey,5647528,2025-12-10 21:22:31,2025-12-10 23:23:56,Yes,No,No
6617,Rafael Nadal,https://en.wikipedia.org/wiki/Rafael_Nadal,models,1986,6,3,,,Manacor,True,Taurus,Gemini,Pisces,Aries,33/6,3,Tiger,2420869,2025-12-10 21:22:31,2025-12-10 23:23:56,Yes,No,No
6618,Emma Watson,https://en.wikipedia.org/wiki/Emma_Watson,models,1990,4,15,,,Paris,True,Pisces,Aries,Ophiuchus,Sagittarius,11/2,6,Horse,3863964,2025-12-10 21:22:31,2025-12-10 23:23:56,Yes,No,No
6619,David Beckham,https://en.wikipedia.org/wiki/David_Beckham,models,1975,5,2,,,London,True,Aries,Taurus,Capricorn,Aquarius,11/2,2,Rabbit,3298443,2025-12-10 21:22:31,2025-12-10 23:23:56,Yes,No,No
6620,Melania Trump,https://en.wikipedia.org/wiki/Melania_Trump,models,1970,4,26,,,Novo Mesto,True,Aries,Taurus,Sagittarius,Capricorn,11/2,8,Dog,7544105,2025-12-10 21:22:31,2025-12-10 23:23:56,Yes,No,No
6621,Megan Fox,https://en.wikipedia.org/wiki/Megan_Fox,models,1986,5,16,,,Oak Ridge,True,Taurus,Taurus,Leo,Leo,9,7,Tiger,3423467,2025-12-10 21:22:31,2025-12-10 23:23:56,Yes,No,No
6622,Maria Sharapova,https://en.wikipedia.org/wiki/Maria_Sharapova,models,1987,4,19,,,Nyagan,True,Pisces,Aries,Sagittarius,Capricorn,3,1,Rabbit,1447777,2025-12-10 21:22:31,2025-12-10 23:23:59,Yes,No,No
6623,Priyanka Chopra,https://en.wikipedia.org/wiki/Priyanka_Chopra,models,1982,7,18,,,Jamshedpur,True,Gemini,Cancer,Taurus,Gemini,9,9,Dog,3324720,2025-12-10 21:22:31,2025-12-10 23:23:59,Yes,No,No
6624,Monica Bellucci,https://en.wikipedia.org/wiki/Monica_Bellucci,models,1964,9,30,,,Città di Castello,True,Virgo,Libra,Cancer,Leo,5,3,Dragon,2782132,2025-12-10 21:22:31,2025-12-10 23:23:59,Yes,No,No
6625,Lauren Bacall,https://en.wikipedia.org/wiki/Lauren_Bacall,models,1924,9,16,,,The Bronx,True,Virgo,Virgo,Aries,Taurus,5,7,Rat,1328676,2025-12-10 21:22:31,2025-12-10 23:23:59,Yes,No,No
6626,Barbara Stanwyck,https://en.wikipedia.org/wiki/Barbara_Stanwyck,models,1907,7,16,,,Brooklyn,True,Gemini,Cancer,Virgo,Virgo,4,7,Goat,922864,2025-12-10 21:22:31,2025-12-10 23:23:59,Yes,No,No
6627,Willem Dafoe,https://en.wikipedia.org/wiki/Willem_Dafoe,models,1955,7,22,,,Appleton,True,Cancer,Cancer,Leo,Virgo,4,4,Goat,2664127,2025-12-10 21:22:31,2025-12-10 23:23:59,Yes,No,No
6628,Dakota Fanning,https://en.wikipedia.org/wiki/Dakota_Fanning,models,1994,2,23,,,Conyers,True,Aquarius,Pisces,Cancer,Leo,3,5,Dog,3391495,2025-12-10 21:22:31,2025-12-10 23:23:59,Yes,No,No
6629,Katrina Kaif,https://en.wikipedia.org/wiki/Katrina_Kaif,models,1983,7,16,,,British Hong Kong,True,Gemini,Cancer,Virgo,Libra,8,7,Pig,1763291,2025-12-10 21:22:31,2025-12-10 23:23:59,Yes,No,No
6630,Claudia Schiffer,https://en.wikipedia.org/wiki/Claudia_Schiffer,models,1970,8,25,,,Rheinberg,True,Leo,Virgo,Taurus,Gemini,5,7,Dog,606871,2025-12-10 21:22:31,2025-12-10 23:23:59,Yes,No,No
6631,Farrah Fawcett,https://en.wikipedia.org/wiki/Farrah_Fawcett,models,1947,2,2,,,Corpus Christi,True,Capricorn,Aquarius,Gemini,Gemini,7,2,Dog,1579719,2025-12-10 21:22:31,2025-12-10 23:23:59,Yes,No,No
6632,Lee Min-ho,https://en.wikipedia.org/wiki/Lee_Min-ho,models,1987,6,22,,,Seoul,True,Gemini,Cancer,Aries,Taurus,8,4,Rabbit,934533,2025-12-10 21:22:31,2025-12-10 23:24:02,Yes,No,No
6633,Brooke Shields,https://en.wikipedia.org/wiki/Brooke_Shields,models,1965,5,31,,,Manhattan,True,Taurus,Gemini,Taurus,Gemini,3,4,Snake,2223903,2025-12-10 21:22:31,2025-12-10 23:24:02,Yes,No,No
6634,Ana Ivanovic,https://en.wikipedia.org/wiki/Ana_Ivanovic,models,1987,11,6,,,Belgrade,True,Libra,Scorpio,Taurus,Taurus,33/6,6,Rabbit,277059,2025-12-10 21:22:31,2025-12-10 23:24:02,Yes,No,No
6635,Paulette Goddard,https://en.wikipedia.org/wiki/Paulette_Goddard,models,1910,6,3,,,Queens,True,Taurus,Gemini,Pisces,Aries,2,3,Dog,424722,2025-12-10 21:22:31,2025-12-10 23:24:02,Yes,No,No
6636,Jennifer Jones,https://en.wikipedia.org/wiki/Jennifer_Jones,models,1919,3,2,,,Tulsa,True,Aquarius,Pisces,Aquarius,Pisces,7,2,Goat,430153,2025-12-10 21:22:31,2025-12-10 23:24:02,Yes,No,No
6637,Norma Shearer,https://en.wikipedia.org/wiki/Norma_Shearer,models,1902,8,10,,,Montreal,True,Leo,Leo,Virgo,Scorpio,3,1,Tiger,304202,2025-12-10 21:22:31,2025-12-10 23:24:02,Yes,No,No
6638,Freddie Ljungberg,https://en.wikipedia.org/wiki/Freddie_Ljungberg,models,1977,4,16,,,Vittsjö,True,Pisces,Aries,Pisces,Aries,8,7,Snake,203416,2025-12-10 21:22:31,2025-12-10 23:24:02,Yes,No,No
6639,Nastassja Kinski,https://en.wikipedia.org/wiki/Nastassja_Kinski,models,1961,1,24,,,West Berlin,True,Capricorn,Aquarius,Aries,Taurus,6,6,Rat,896629,2025-12-10 21:22:31,2025-12-10 23:24:02,Yes,No,No
6640,Candice Bergen,https://en.wikipedia.org/wiki/Candice_Bergen,models,1946,5,9,,,Beverly Hills,True,Aries,Taurus,Leo,Virgo,7,9,Dog,1156770,2025-12-10 21:22:31,2025-12-10 23:24:02,Yes,No,No
6641,Bonnie Wright,https://en.wikipedia.org/wiki/Bonnie_Wright,models,1991,2,17,,,London,True,Aquarius,Aquarius,Pisces,Aries,3,8,Goat,860694,2025-12-10 21:22:31,2025-12-10 23:24:02,Yes,No,No
6642,Sean Astin,https://en.wikipedia.org/wiki/Sean_Astin,models,1971,2,25,,,Santa Monica,True,Aquarius,Pisces,Aquarius,Pisces,9,7,Pig,2142812,2025-12-10 21:22:31,2025-12-10 23:24:05,Yes,No,No
6643,Sonakshi Sinha,https://en.wikipedia.org/wiki/Sonakshi_Sinha,models,1987,6,2,,,Mumbai,True,Taurus,Gemini,Leo,Leo,33/6,2,Rabbit,685015,2025-12-10 21:22:31,2025-12-10 23:24:05,Yes,No,No
6644,Waris Dirie,https://en.wikipedia.org/wiki/Waris_Dirie,models,1965,10,21,,,Galkayo,True,Virgo,Libra,Leo,Virgo,7,3,Snake,344873,2025-12-10 21:22:31,2025-12-10 23:24:05,Yes,No,No
6645,Lena Horne,https://en.wikipedia.org/wiki/Lena_Horne,models,1917,6,30,,,New York City,True,Gemini,Cancer,Virgo,Scorpio,9,3,Snake,507710,2025-12-10 21:22:31,2025-12-10 23:24:05,Yes,No,No
6646,Vidya Balan,https://en.wikipedia.org/wiki/Vidya_Balan,models,1979,1,1,,,Palakkad district,True,Sagittarius,Capricorn,Capricorn,Aquarius,1,1,Horse,644291,2025-12-10 21:22:31,2025-12-10 23:24:05,Yes,No,No
6647,Veronica Lake,https://en.wikipedia.org/wiki/Veronica_Lake,models,1922,11,14,,,Brooklyn,True,Libra,Scorpio,Leo,Virgo,3,5,Dog,350728,2025-12-10 21:22:31,2025-12-10 23:24:05,Yes,No,No
6648,Natasha Korolyova,https://en.wikipedia.org/wiki/Natasha_Korolyova,models,1973,5,31,,,Kyiv,True,Taurus,Gemini,Taurus,Gemini,11/2,4,Ox,21483,2025-12-10 21:22:31,2025-12-10 23:24:05,Yes,No,No
6649,Doutzen Kroes,https://en.wikipedia.org/wiki/Doutzen_Kroes,models,1985,1,23,,,Eastermar,True,Capricorn,Aquarius,Aquarius,Pisces,11/2,5,Rat,182485,2025-12-10 21:22:31,2025-12-10 23:24:05,Yes,No,No
6650,Silvana Mangano,https://en.wikipedia.org/wiki/Silvana_Mangano,models,1930,4,23,,,Rome,True,Aries,Taurus,Aquarius,Pisces,22/4,5,Horse,113244,2025-12-10 21:22:31,2025-12-10 23:24:05,Yes,No,No
6651,Sophie Monk,https://en.wikipedia.org/wiki/Sophie_Monk,models,1979,12,14,,,London,True,Ophiuchus,Sagittarius,Virgo,Libra,7,5,Goat,341534,2025-12-10 21:22:31,2025-12-10 23:24:05,Yes,No,No
6652,Anna de Noailles,https://en.wikipedia.org/wiki/Anna_de_Noailles,models,1876,11,15,,,7th arrondissement of Paris,True,Libra,Scorpio,Libra,Scorpio,3,6,Rat,11173,2025-12-10 21:22:31,2025-12-10 23:24:08,Yes,No,No
6653,Chris O'Donnell,https://en.wikipedia.org/wiki/Chris_O'Donnell,models,1970,6,26,,,Winnetka,True,Gemini,Cancer,Pisces,Aries,4,8,Dog,1130399,2025-12-10 21:22:31,2025-12-10 23:24:08,Yes,No,No
6654,RuPaul,https://en.wikipedia.org/wiki/RuPaul,models,1960,11,17,,,San Diego,True,Libra,Scorpio,Virgo,Scorpio,8,8,Rat,1192536,2025-12-10 21:22:31,2025-12-10 23:24:08,Yes,No,No
6655,Shriya Saran,https://en.wikipedia.org/wiki/Shriya_Saran,models,1982,9,11,,,Uttarakhand,True,Leo,Virgo,Gemini,Gemini,4,2,Dog,751487,2025-12-10 21:22:43,2025-12-10 23:24:08,Yes,No,No
